DateTime,Date,Hour,Day of the Week,Season,Daytime,Consumption (kW)
03/06/2021 19:30,03/06/2021,19:30:00,3,2,1,0.1
03/06/2021 19:45,03/06/2021,19:45:00,3,2,1,0.12
03/06/2021 20:00,03/06/2021,20:00:00,3,2,0,0.152
03/06/2021 20:15,03/06/2021,20:15:00,3,2,0,0.112
03/06/2021 20:30,03/06/2021,20:30:00,3,2,0,0.112
03/06/2021 20:45,03/06/2021,20:45:00,3,2,0,0.144
03/06/2021 21:00,03/06/2021,21:00:00,3,2,0,0.108
03/06/2021 21:15,03/06/2021,21:15:00,3,2,0,0.108
03/06/2021 21:30,03/06/2021,21:30:00,3,2,0,0.144
03/06/2021 21:45,03/06/2021,21:45:00,3,2,0,0.112
03/06/2021 22:00,03/06/2021,22:00:00,3,2,0,0.108
03/06/2021 22:15,03/06/2021,22:15:00,3,2,0,0.144
03/06/2021 22:30,03/06/2021,22:30:00,3,2,0,0.108
03/06/2021 22:45,03/06/2021,22:45:00,3,2,0,0.108
03/06/2021 23:00,03/06/2021,23:00:00,3,2,0,0.144
03/06/2021 23:15,03/06/2021,23:15:00,3,2,0,0.06
03/06/2021 23:30,03/06/2021,23:30:00,3,2,0,0.048
03/06/2021 23:45,03/06/2021,23:45:00,3,2,0,0.076
04/06/2021 00:00,04/06/2021,00:00:00,4,2,0,0.04
04/06/2021 00:15,04/06/2021,00:15:00,4,2,0,0.048
04/06/2021 00:30,04/06/2021,00:30:00,4,2,0,0.076
04/06/2021 00:45,04/06/2021,00:45:00,4,2,0,0.036
04/06/2021 01:00,04/06/2021,01:00:00,4,2,0,0.052
04/06/2021 01:15,04/06/2021,01:15:00,4,2,0,0.076
04/06/2021 01:30,04/06/2021,01:30:00,4,2,0,0.036
04/06/2021 01:45,04/06/2021,01:45:00,4,2,0,0.052
04/06/2021 02:00,04/06/2021,02:00:00,4,2,0,0.076
04/06/2021 02:15,04/06/2021,02:15:00,4,2,0,0.032
04/06/2021 02:30,04/06/2021,02:30:00,4,2,0,0.06
04/06/2021 02:45,04/06/2021,02:45:00,4,2,0,0.072
04/06/2021 03:00,04/06/2021,03:00:00,4,2,0,0.112
04/06/2021 03:15,04/06/2021,03:15:00,4,2,0,0.136
04/06/2021 03:30,04/06/2021,03:30:00,4,2,0,0.144
04/06/2021 03:45,04/06/2021,03:45:00,4,2,0,0.104
04/06/2021 04:00,04/06/2021,04:00:00,4,2,0,0.128
04/06/2021 04:15,04/06/2021,04:15:00,4,2,0,0.14
04/06/2021 04:30,04/06/2021,04:30:00,4,2,0,0.1
04/06/2021 04:45,04/06/2021,04:45:00,4,2,0,0.132
04/06/2021 05:00,04/06/2021,05:00:00,4,2,0,0.136
04/06/2021 05:15,04/06/2021,05:15:00,4,2,1,0.1
04/06/2021 05:30,04/06/2021,05:30:00,4,2,1,0.128
04/06/2021 05:45,04/06/2021,05:45:00,4,2,1,0.132
04/06/2021 06:00,04/06/2021,06:00:00,4,2,1,0.1
04/06/2021 06:15,04/06/2021,06:15:00,4,2,1,0.128
04/06/2021 06:30,04/06/2021,06:30:00,4,2,1,0.1
04/06/2021 06:45,04/06/2021,06:45:00,4,2,1,0.028
04/06/2021 07:00,04/06/2021,07:00:00,4,2,1,0.068
04/06/2021 07:15,04/06/2021,07:15:00,4,2,1,0.056
04/06/2021 07:30,04/06/2021,07:30:00,4,2,1,0.032
04/06/2021 07:45,04/06/2021,07:45:00,4,2,1,0.068
04/06/2021 08:00,04/06/2021,08:00:00,4,2,1,0.06
04/06/2021 08:15,04/06/2021,08:15:00,4,2,1,0.028
04/06/2021 08:30,04/06/2021,08:30:00,4,2,1,0.072
04/06/2021 08:45,04/06/2021,08:45:00,4,2,1,0.056
04/06/2021 09:00,04/06/2021,09:00:00,4,2,1,0.032
04/06/2021 09:15,04/06/2021,09:15:00,4,2,1,0.068
04/06/2021 09:30,04/06/2021,09:30:00,4,2,1,0.056
04/06/2021 09:45,04/06/2021,09:45:00,4,2,1,0.032
04/06/2021 10:00,04/06/2021,10:00:00,4,2,1,0.076
04/06/2021 10:15,04/06/2021,10:15:00,4,2,1,0.136
04/06/2021 10:30,04/06/2021,10:30:00,4,2,1,0.104
04/06/2021 10:45,04/06/2021,10:45:00,4,2,1,0.14
04/06/2021 11:00,04/06/2021,11:00:00,4,2,1,0.128
04/06/2021 11:15,04/06/2021,11:15:00,4,2,1,0.1
04/06/2021 11:30,04/06/2021,11:30:00,4,2,1,0.136
04/06/2021 11:45,04/06/2021,11:45:00,4,2,1,0.128
04/06/2021 12:00,04/06/2021,12:00:00,4,2,1,0.096
04/06/2021 12:15,04/06/2021,12:15:00,4,2,1,0.132
04/06/2021 12:30,04/06/2021,12:30:00,4,2,1,0.128
04/06/2021 12:45,04/06/2021,12:45:00,4,2,1,0.096
04/06/2021 13:00,04/06/2021,13:00:00,4,2,1,0.132
04/06/2021 13:15,04/06/2021,13:15:00,4,2,1,0.128
04/06/2021 13:30,04/06/2021,13:30:00,4,2,1,0.1
04/06/2021 13:45,04/06/2021,13:45:00,4,2,1,0.132
04/06/2021 14:00,04/06/2021,14:00:00,4,2,1,0.08
04/06/2021 14:15,04/06/2021,14:15:00,4,2,1,0.028
04/06/2021 14:30,04/06/2021,14:30:00,4,2,1,0.068
04/06/2021 14:45,04/06/2021,14:45:00,4,2,1,0.06
04/06/2021 15:00,04/06/2021,15:00:00,4,2,1,0.032
04/06/2021 15:15,04/06/2021,15:15:00,4,2,1,0.068
04/06/2021 15:30,04/06/2021,15:30:00,4,2,1,0.064
04/06/2021 15:45,04/06/2021,15:45:00,4,2,1,0.028
04/06/2021 16:00,04/06/2021,16:00:00,4,2,1,0.068
04/06/2021 16:15,04/06/2021,16:15:00,4,2,1,0.06
04/06/2021 16:30,04/06/2021,16:30:00,4,2,1,0.032
04/06/2021 16:45,04/06/2021,16:45:00,4,2,1,0.068
04/06/2021 17:00,04/06/2021,17:00:00,4,2,1,0.06
04/06/2021 17:15,04/06/2021,17:15:00,4,2,1,0.04
04/06/2021 17:30,04/06/2021,17:30:00,4,2,1,0.088
04/06/2021 17:45,04/06/2021,17:45:00,4,2,1,0.14
04/06/2021 18:00,04/06/2021,18:00:00,4,2,1,0.104
04/06/2021 18:15,04/06/2021,18:15:00,4,2,1,0.14
04/06/2021 18:30,04/06/2021,18:30:00,4,2,1,0.132
04/06/2021 18:45,04/06/2021,18:45:00,4,2,1,0.104
04/06/2021 19:00,04/06/2021,19:00:00,4,2,1,0.132
04/06/2021 19:15,04/06/2021,19:15:00,4,2,1,0.136
04/06/2021 19:30,04/06/2021,19:30:00,4,2,1,0.096
04/06/2021 19:45,04/06/2021,19:45:00,4,2,1,0.132
04/06/2021 20:00,04/06/2021,20:00:00,4,2,0,0.132
04/06/2021 20:15,04/06/2021,20:15:00,4,2,0,0.096
04/06/2021 20:30,04/06/2021,20:30:00,4,2,0,0.128
04/06/2021 20:45,04/06/2021,20:45:00,4,2,0,0.132
04/06/2021 21:00,04/06/2021,21:00:00,4,2,0,0.1
04/06/2021 21:15,04/06/2021,21:15:00,4,2,0,0.068
04/06/2021 21:30,04/06/2021,21:30:00,4,2,0,0.068
04/06/2021 21:45,04/06/2021,21:45:00,4,2,0,0.032
04/06/2021 22:00,04/06/2021,22:00:00,4,2,0,0.068
04/06/2021 22:15,04/06/2021,22:15:00,4,2,0,0.06
04/06/2021 22:30,04/06/2021,22:30:00,4,2,0,0.032
04/06/2021 22:45,04/06/2021,22:45:00,4,2,0,0.072
04/06/2021 23:00,04/06/2021,23:00:00,4,2,0,0.06
04/06/2021 23:15,04/06/2021,23:15:00,4,2,0,0.032
04/06/2021 23:30,04/06/2021,23:30:00,4,2,0,0.068
04/06/2021 23:45,04/06/2021,23:45:00,4,2,0,0.064
05/06/2021 00:00,05/06/2021,00:00:00,5,2,0,0.032
05/06/2021 00:15,05/06/2021,00:15:00,5,2,0,0.068
05/06/2021 00:30,05/06/2021,00:30:00,5,2,0,0.06
05/06/2021 00:45,05/06/2021,00:45:00,5,2,0,0.032
05/06/2021 01:00,05/06/2021,01:00:00,5,2,0,0.096
05/06/2021 01:15,05/06/2021,01:15:00,5,2,0,0.136
05/06/2021 01:30,05/06/2021,01:30:00,5,2,0,0.108
05/06/2021 01:45,05/06/2021,01:45:00,5,2,0,0.148
05/06/2021 02:00,05/06/2021,02:00:00,5,2,0,0.124
05/06/2021 02:15,05/06/2021,02:15:00,5,2,0,0.104
05/06/2021 02:30,05/06/2021,02:30:00,5,2,0,0.148
05/06/2021 02:45,05/06/2021,02:45:00,5,2,0,0.124
05/06/2021 03:00,05/06/2021,03:00:00,5,2,0,0.1
05/06/2021 03:15,05/06/2021,03:15:00,5,2,0,0.148
05/06/2021 03:30,05/06/2021,03:30:00,5,2,0,0.116
05/06/2021 03:45,05/06/2021,03:45:00,5,2,0,0.104
05/06/2021 04:00,05/06/2021,04:00:00,5,2,0,0.148
05/06/2021 04:15,05/06/2021,04:15:00,5,2,0,0.112
05/06/2021 04:30,05/06/2021,04:30:00,5,2,0,0.108
05/06/2021 04:45,05/06/2021,04:45:00,5,2,0,0.092
05/06/2021 05:00,05/06/2021,05:00:00,5,2,0,0.044
05/06/2021 05:15,05/06/2021,05:15:00,5,2,1,0.044
05/06/2021 05:30,05/06/2021,05:30:00,5,2,1,0.076
05/06/2021 05:45,05/06/2021,05:45:00,5,2,1,0.044
05/06/2021 06:00,05/06/2021,06:00:00,5,2,1,0.044
05/06/2021 06:15,05/06/2021,06:15:00,5,2,1,0.076
05/06/2021 06:30,05/06/2021,06:30:00,5,2,1,0.04
05/06/2021 06:45,05/06/2021,06:45:00,5,2,1,0.044
05/06/2021 07:00,05/06/2021,07:00:00,5,2,1,0.076
05/06/2021 07:15,05/06/2021,07:15:00,5,2,1,0.036
05/06/2021 07:30,05/06/2021,07:30:00,5,2,1,0.048
05/06/2021 07:45,05/06/2021,07:45:00,5,2,1,0.072
05/06/2021 08:00,05/06/2021,08:00:00,5,2,1,0.032
05/06/2021 08:15,05/06/2021,08:15:00,5,2,1,0.056
05/06/2021 08:30,05/06/2021,08:30:00,5,2,1,0.152
05/06/2021 08:45,05/06/2021,08:45:00,5,2,1,0.108
05/06/2021 09:00,05/06/2021,09:00:00,5,2,1,0.124
05/06/2021 09:15,05/06/2021,09:15:00,5,2,1,0.144
05/06/2021 09:30,05/06/2021,09:30:00,5,2,1,0.1
05/06/2021 09:45,05/06/2021,09:45:00,5,2,1,0.128
05/06/2021 10:00,05/06/2021,10:00:00,5,2,1,0.132
05/06/2021 10:15,05/06/2021,10:15:00,5,2,1,0.1
05/06/2021 10:30,05/06/2021,10:30:00,5,2,1,0.124
05/06/2021 10:45,05/06/2021,10:45:00,5,2,1,0.132
05/06/2021 11:00,05/06/2021,11:00:00,5,2,1,0.096
05/06/2021 11:15,05/06/2021,11:15:00,5,2,1,0.132
05/06/2021 11:30,05/06/2021,11:30:00,5,2,1,0.128
05/06/2021 11:45,05/06/2021,11:45:00,5,2,1,0.096
05/06/2021 12:00,05/06/2021,12:00:00,5,2,1,0.1
05/06/2021 12:15,05/06/2021,12:15:00,5,2,1,0.064
05/06/2021 12:30,05/06/2021,12:30:00,5,2,1,0.028
05/06/2021 12:45,05/06/2021,12:45:00,5,2,1,0.068
05/06/2021 13:00,05/06/2021,13:00:00,5,2,1,0.06
05/06/2021 13:15,05/06/2021,13:15:00,5,2,1,0.028
05/06/2021 13:30,05/06/2021,13:30:00,5,2,1,0.068
05/06/2021 13:45,05/06/2021,13:45:00,5,2,1,0.056
05/06/2021 14:00,05/06/2021,14:00:00,5,2,1,0.032
05/06/2021 14:15,05/06/2021,14:15:00,5,2,1,0.068
05/06/2021 14:30,05/06/2021,14:30:00,5,2,1,0.06
05/06/2021 14:45,05/06/2021,14:45:00,5,2,1,0.028
05/06/2021 15:00,05/06/2021,15:00:00,5,2,1,0.068
05/06/2021 15:15,05/06/2021,15:15:00,5,2,1,0.056
05/06/2021 15:30,05/06/2021,15:30:00,5,2,1,0.032
05/06/2021 15:45,05/06/2021,15:45:00,5,2,1,0.14
05/06/2021 16:00,05/06/2021,16:00:00,5,2,1,0.136
05/06/2021 16:15,05/06/2021,16:15:00,5,2,1,0.104
05/06/2021 16:30,05/06/2021,16:30:00,5,2,1,0.14
05/06/2021 16:45,05/06/2021,16:45:00,5,2,1,0.124
05/06/2021 17:00,05/06/2021,17:00:00,5,2,1,0.1
05/06/2021 17:15,05/06/2021,17:15:00,5,2,1,0.14
05/06/2021 17:30,05/06/2021,17:30:00,5,2,1,0.124
05/06/2021 17:45,05/06/2021,17:45:00,5,2,1,0.096
05/06/2021 18:00,05/06/2021,18:00:00,5,2,1,0.14
05/06/2021 18:15,05/06/2021,18:15:00,5,2,1,0.12
05/06/2021 18:30,05/06/2021,18:30:00,5,2,1,0.096
05/06/2021 18:45,05/06/2021,18:45:00,5,2,1,0.14
05/06/2021 19:00,05/06/2021,19:00:00,5,2,1,0.144
05/06/2021 19:15,05/06/2021,19:15:00,5,2,1,0.12
05/06/2021 19:30,05/06/2021,19:30:00,5,2,1,0.108
05/06/2021 19:45,05/06/2021,19:45:00,5,2,1,0.088
05/06/2021 20:00,05/06/2021,20:00:00,5,2,0,0.184
05/06/2021 20:15,05/06/2021,20:15:00,5,2,0,0.38
05/06/2021 20:30,05/06/2021,20:30:00,5,2,0,0.884
05/06/2021 20:45,05/06/2021,20:45:00,5,2,0,2.284
05/06/2021 21:00,05/06/2021,21:00:00,5,2,0,0.816
05/06/2021 21:15,05/06/2021,21:15:00,5,2,0,0.272
05/06/2021 21:30,05/06/2021,21:30:00,5,2,0,0.248
05/06/2021 21:45,05/06/2021,21:45:00,5,2,0,0.292
05/06/2021 22:00,05/06/2021,22:00:00,5,2,0,0.272
05/06/2021 22:15,05/06/2021,22:15:00,5,2,0,0.24
05/06/2021 22:30,05/06/2021,22:30:00,5,2,0,0.288
05/06/2021 22:45,05/06/2021,22:45:00,5,2,0,0.34
05/06/2021 23:00,05/06/2021,23:00:00,5,2,0,0.348
05/06/2021 23:15,05/06/2021,23:15:00,5,2,0,0.296
05/06/2021 23:30,05/06/2021,23:30:00,5,2,0,0.292
05/06/2021 23:45,05/06/2021,23:45:00,5,2,0,0.204
06/06/2021 00:00,06/06/2021,00:00:00,6,2,0,0.176
06/06/2021 00:15,06/06/2021,00:15:00,6,2,0,0.144
06/06/2021 00:30,06/06/2021,00:30:00,6,2,0,0.132
06/06/2021 00:45,06/06/2021,00:45:00,6,2,0,0.168
06/06/2021 01:00,06/06/2021,01:00:00,6,2,0,0.136
06/06/2021 01:15,06/06/2021,01:15:00,6,2,0,0.12
06/06/2021 01:30,06/06/2021,01:30:00,6,2,0,0.16
06/06/2021 01:45,06/06/2021,01:45:00,6,2,0,0.128
06/06/2021 02:00,06/06/2021,02:00:00,6,2,0,0.124
06/06/2021 02:15,06/06/2021,02:15:00,6,2,0,0.16
06/06/2021 02:30,06/06/2021,02:30:00,6,2,0,0.12
06/06/2021 02:45,06/06/2021,02:45:00,6,2,0,0.116
06/06/2021 03:00,06/06/2021,03:00:00,6,2,0,0.152
06/06/2021 03:15,06/06/2021,03:15:00,6,2,0,0.12
06/06/2021 03:30,06/06/2021,03:30:00,6,2,0,0.116
06/06/2021 03:45,06/06/2021,03:45:00,6,2,0,0.148
06/06/2021 04:00,06/06/2021,04:00:00,6,2,0,0.116
06/06/2021 04:15,06/06/2021,04:15:00,6,2,0,0.116
06/06/2021 04:30,06/06/2021,04:30:00,6,2,0,0.152
06/06/2021 04:45,06/06/2021,04:45:00,6,2,0,0.092
06/06/2021 05:00,06/06/2021,05:00:00,6,2,0,0.052
06/06/2021 05:15,06/06/2021,05:15:00,6,2,1,0.08
06/06/2021 05:30,06/06/2021,05:30:00,6,2,1,0.044
06/06/2021 05:45,06/06/2021,05:45:00,6,2,1,0.056
06/06/2021 06:00,06/06/2021,06:00:00,6,2,1,0.084
06/06/2021 06:15,06/06/2021,06:15:00,6,2,1,0.044
06/06/2021 06:30,06/06/2021,06:30:00,6,2,1,0.056
06/06/2021 06:45,06/06/2021,06:45:00,6,2,1,0.08
06/06/2021 07:00,06/06/2021,07:00:00,6,2,1,0.044
06/06/2021 07:15,06/06/2021,07:15:00,6,2,1,0.132
06/06/2021 07:30,06/06/2021,07:30:00,6,2,1,0.38
06/06/2021 07:45,06/06/2021,07:45:00,6,2,1,0.38
06/06/2021 08:00,06/06/2021,08:00:00,6,2,1,0.4
06/06/2021 08:15,06/06/2021,08:15:00,6,2,1,0.412
06/06/2021 08:30,06/06/2021,08:30:00,6,2,1,0.372
06/06/2021 08:45,06/06/2021,08:45:00,6,2,1,0.392
06/06/2021 09:00,06/06/2021,09:00:00,6,2,1,0.404
06/06/2021 09:15,06/06/2021,09:15:00,6,2,1,0.656
06/06/2021 09:30,06/06/2021,09:30:00,6,2,1,0.392
06/06/2021 09:45,06/06/2021,09:45:00,6,2,1,0.408
06/06/2021 10:00,06/06/2021,10:00:00,6,2,1,0.376
06/06/2021 10:15,06/06/2021,10:15:00,6,2,1,0.656
06/06/2021 10:30,06/06/2021,10:30:00,6,2,1,0.416
06/06/2021 10:45,06/06/2021,10:45:00,6,2,1,0.196
06/06/2021 11:00,06/06/2021,11:00:00,6,2,1,0.352
06/06/2021 11:15,06/06/2021,11:15:00,6,2,1,2.172
06/06/2021 11:30,06/06/2021,11:30:00,6,2,1,0.524
06/06/2021 11:45,06/06/2021,11:45:00,6,2,1,0.208
06/06/2021 12:00,06/06/2021,12:00:00,6,2,1,0.232
06/06/2021 12:15,06/06/2021,12:15:00,6,2,1,0.256
06/06/2021 12:30,06/06/2021,12:30:00,6,2,1,0.528
06/06/2021 12:45,06/06/2021,12:45:00,6,2,1,2.22
06/06/2021 13:00,06/06/2021,13:00:00,6,2,1,0.452
06/06/2021 13:15,06/06/2021,13:15:00,6,2,1,0.276
06/06/2021 13:30,06/06/2021,13:30:00,6,2,1,0.304
06/06/2021 13:45,06/06/2021,13:45:00,6,2,1,0.256
06/06/2021 14:00,06/06/2021,14:00:00,6,2,1,0.284
06/06/2021 14:15,06/06/2021,14:15:00,6,2,1,0.208
06/06/2021 14:30,06/06/2021,14:30:00,6,2,1,0.168
06/06/2021 14:45,06/06/2021,14:45:00,6,2,1,0.196
06/06/2021 15:00,06/06/2021,15:00:00,6,2,1,0.208
06/06/2021 15:15,06/06/2021,15:15:00,6,2,1,0.212
06/06/2021 15:30,06/06/2021,15:30:00,6,2,1,0.216
06/06/2021 15:45,06/06/2021,15:45:00,6,2,1,0.236
06/06/2021 16:00,06/06/2021,16:00:00,6,2,1,0.284
06/06/2021 16:15,06/06/2021,16:15:00,6,2,1,1.916
06/06/2021 16:30,06/06/2021,16:30:00,6,2,1,1.14
06/06/2021 16:45,06/06/2021,16:45:00,6,2,1,0.264
06/06/2021 17:00,06/06/2021,17:00:00,6,2,1,0.228
06/06/2021 17:15,06/06/2021,17:15:00,6,2,1,0.256
06/06/2021 17:30,06/06/2021,17:30:00,6,2,1,0.152
06/06/2021 17:45,06/06/2021,17:45:00,6,2,1,0.088
06/06/2021 18:00,06/06/2021,18:00:00,6,2,1,0.116
06/06/2021 18:15,06/06/2021,18:15:00,6,2,1,0.168
06/06/2021 18:30,06/06/2021,18:30:00,6,2,1,0.16
06/06/2021 18:45,06/06/2021,18:45:00,6,2,1,0.188
06/06/2021 19:00,06/06/2021,19:00:00,6,2,1,0.268
06/06/2021 19:15,06/06/2021,19:15:00,6,2,1,0.164
06/06/2021 19:30,06/06/2021,19:30:00,6,2,1,0.792
06/06/2021 19:45,06/06/2021,19:45:00,6,2,1,0.264
06/06/2021 20:00,06/06/2021,20:00:00,6,2,0,0.276
06/06/2021 20:15,06/06/2021,20:15:00,6,2,0,0.284
06/06/2021 20:30,06/06/2021,20:30:00,6,2,0,0.232
06/06/2021 20:45,06/06/2021,20:45:00,6,2,0,0.188
06/06/2021 21:00,06/06/2021,21:00:00,6,2,0,0.208
06/06/2021 21:15,06/06/2021,21:15:00,6,2,0,0.196
06/06/2021 21:30,06/06/2021,21:30:00,6,2,0,0.14
06/06/2021 21:45,06/06/2021,21:45:00,6,2,0,0.148
06/06/2021 22:00,06/06/2021,22:00:00,6,2,0,0.236
06/06/2021 22:15,06/06/2021,22:15:00,6,2,0,0.132
06/06/2021 22:30,06/06/2021,22:30:00,6,2,0,0.22
06/06/2021 22:45,06/06/2021,22:45:00,6,2,0,0.284
06/06/2021 23:00,06/06/2021,23:00:00,6,2,0,0.252
06/06/2021 23:15,06/06/2021,23:15:00,6,2,0,0.252
06/06/2021 23:30,06/06/2021,23:30:00,6,2,0,0.208
06/06/2021 23:45,06/06/2021,23:45:00,6,2,0,0.152
07/06/2021 00:00,07/06/2021,00:00:00,0,2,0,0.124
07/06/2021 00:15,07/06/2021,00:15:00,0,2,0,0.132
07/06/2021 00:30,07/06/2021,00:30:00,0,2,0,0.092
07/06/2021 00:45,07/06/2021,00:45:00,0,2,0,0.092
07/06/2021 01:00,07/06/2021,01:00:00,0,2,0,0.092
07/06/2021 01:15,07/06/2021,01:15:00,0,2,0,0.076
07/06/2021 01:30,07/06/2021,01:30:00,0,2,0,0.148
07/06/2021 01:45,07/06/2021,01:45:00,0,2,0,0.168
07/06/2021 02:00,07/06/2021,02:00:00,0,2,0,0.128
07/06/2021 02:15,07/06/2021,02:15:00,0,2,0,0.136
07/06/2021 02:30,07/06/2021,02:30:00,0,2,0,0.12
07/06/2021 02:45,07/06/2021,02:45:00,0,2,0,0.056
07/06/2021 03:00,07/06/2021,03:00:00,0,2,0,0.06
07/06/2021 03:15,07/06/2021,03:15:00,0,2,0,0.088
07/06/2021 03:30,07/06/2021,03:30:00,0,2,0,0.044
07/06/2021 03:45,07/06/2021,03:45:00,0,2,0,0.056
07/06/2021 04:00,07/06/2021,04:00:00,0,2,0,0.084
07/06/2021 04:15,07/06/2021,04:15:00,0,2,0,0.116
07/06/2021 04:30,07/06/2021,04:30:00,0,2,0,0.132
07/06/2021 04:45,07/06/2021,04:45:00,0,2,0,0.152
07/06/2021 05:00,07/06/2021,05:00:00,0,2,0,0.116
07/06/2021 05:15,07/06/2021,05:15:00,0,2,1,0.112
07/06/2021 05:30,07/06/2021,05:30:00,0,2,1,0.08
07/06/2021 05:45,07/06/2021,05:45:00,0,2,1,0.044
07/06/2021 06:00,07/06/2021,06:00:00,0,2,1,0.056
07/06/2021 06:15,07/06/2021,06:15:00,0,2,1,0.08
07/06/2021 06:30,07/06/2021,06:30:00,0,2,1,0.044
07/06/2021 06:45,07/06/2021,06:45:00,0,2,1,0.056
07/06/2021 07:00,07/06/2021,07:00:00,0,2,1,0.108
07/06/2021 07:15,07/06/2021,07:15:00,0,2,1,0.116
07/06/2021 07:30,07/06/2021,07:30:00,0,2,1,0.132
07/06/2021 07:45,07/06/2021,07:45:00,0,2,1,0.152
07/06/2021 08:00,07/06/2021,08:00:00,0,2,1,0.108
07/06/2021 08:15,07/06/2021,08:15:00,0,2,1,0.312
07/06/2021 08:30,07/06/2021,08:30:00,0,2,1,0.32
07/06/2021 08:45,07/06/2021,08:45:00,0,2,1,0.204
07/06/2021 09:00,07/06/2021,09:00:00,0,2,1,0.08
07/06/2021 09:15,07/06/2021,09:15:00,0,2,1,0.192
07/06/2021 09:30,07/06/2021,09:30:00,0,2,1,0.792
07/06/2021 09:45,07/06/2021,09:45:00,0,2,1,0.444
07/06/2021 10:00,07/06/2021,10:00:00,0,2,1,0.416
07/06/2021 10:15,07/06/2021,10:15:00,0,2,1,0.372
07/06/2021 10:30,07/06/2021,10:30:00,0,2,1,0.248
07/06/2021 10:45,07/06/2021,10:45:00,0,2,1,0.268
07/06/2021 11:00,07/06/2021,11:00:00,0,2,1,0.096
07/06/2021 11:15,07/06/2021,11:15:00,0,2,1,0.1
07/06/2021 11:30,07/06/2021,11:30:00,0,2,1,0.128
07/06/2021 11:45,07/06/2021,11:45:00,0,2,1,0.096
07/06/2021 12:00,07/06/2021,12:00:00,0,2,1,0.092
07/06/2021 12:15,07/06/2021,12:15:00,0,2,1,0.184
07/06/2021 12:30,07/06/2021,12:30:00,0,2,1,0.204
07/06/2021 12:45,07/06/2021,12:45:00,0,2,1,0.288
07/06/2021 13:00,07/06/2021,13:00:00,0,2,1,0.244
07/06/2021 13:15,07/06/2021,13:15:00,0,2,1,0.216
07/06/2021 13:30,07/06/2021,13:30:00,0,2,1,0.14
07/06/2021 13:45,07/06/2021,13:45:00,0,2,1,0.176
07/06/2021 14:00,07/06/2021,14:00:00,0,2,1,0.152
07/06/2021 14:15,07/06/2021,14:15:00,0,2,1,0.132
07/06/2021 14:30,07/06/2021,14:30:00,0,2,1,0.172
07/06/2021 14:45,07/06/2021,14:45:00,0,2,1,0.112
07/06/2021 15:00,07/06/2021,15:00:00,0,2,1,0.104
07/06/2021 15:15,07/06/2021,15:15:00,0,2,1,0.204
07/06/2021 15:30,07/06/2021,15:30:00,0,2,1,0.188
07/06/2021 15:45,07/06/2021,15:45:00,0,2,1,0.156
07/06/2021 16:00,07/06/2021,16:00:00,0,2,1,0.192
07/06/2021 16:15,07/06/2021,16:15:00,0,2,1,0.14
07/06/2021 16:30,07/06/2021,16:30:00,0,2,1,0.08
07/06/2021 16:45,07/06/2021,16:45:00,0,2,1,0.128
07/06/2021 17:00,07/06/2021,17:00:00,0,2,1,0.12
07/06/2021 17:15,07/06/2021,17:15:00,0,2,1,0.08
07/06/2021 17:30,07/06/2021,17:30:00,0,2,1,0.116
07/06/2021 17:45,07/06/2021,17:45:00,0,2,1,0.116
07/06/2021 18:00,07/06/2021,18:00:00,0,2,1,0.14
07/06/2021 18:15,07/06/2021,18:15:00,0,2,1,0.216
07/06/2021 18:30,07/06/2021,18:30:00,0,2,1,0.228
07/06/2021 18:45,07/06/2021,18:45:00,0,2,1,0.192
07/06/2021 19:00,07/06/2021,19:00:00,0,2,1,0.22
07/06/2021 19:15,07/06/2021,19:15:00,0,2,1,0.26
07/06/2021 19:30,07/06/2021,19:30:00,0,2,1,0.224
07/06/2021 19:45,07/06/2021,19:45:00,0,2,1,0.672
07/06/2021 20:00,07/06/2021,20:00:00,0,2,0,0.26
07/06/2021 20:15,07/06/2021,20:15:00,0,2,0,0.16
07/06/2021 20:30,07/06/2021,20:30:00,0,2,0,0.156
07/06/2021 20:45,07/06/2021,20:45:00,0,2,0,0.196
07/06/2021 21:00,07/06/2021,21:00:00,0,2,0,0.192
07/06/2021 21:15,07/06/2021,21:15:00,0,2,0,0.224
07/06/2021 21:30,07/06/2021,21:30:00,0,2,0,0.268
07/06/2021 21:45,07/06/2021,21:45:00,0,2,0,0.264
07/06/2021 22:00,07/06/2021,22:00:00,0,2,0,0.404
07/06/2021 22:15,07/06/2021,22:15:00,0,2,0,0.224
07/06/2021 22:30,07/06/2021,22:30:00,0,2,0,0.188
07/06/2021 22:45,07/06/2021,22:45:00,0,2,0,0.204
07/06/2021 23:00,07/06/2021,23:00:00,0,2,0,0.168
07/06/2021 23:15,07/06/2021,23:15:00,0,2,0,0.116
07/06/2021 23:30,07/06/2021,23:30:00,0,2,0,0.188
07/06/2021 23:45,07/06/2021,23:45:00,0,2,0,0.272
08/06/2021 00:00,08/06/2021,00:00:00,1,2,0,0.228
08/06/2021 00:15,08/06/2021,00:15:00,1,2,0,0.256
08/06/2021 00:30,08/06/2021,00:30:00,1,2,0,0.232
08/06/2021 00:45,08/06/2021,00:45:00,1,2,0,0.136
08/06/2021 01:00,08/06/2021,01:00:00,1,2,0,0.212
08/06/2021 01:15,08/06/2021,01:15:00,1,2,0,0.256
08/06/2021 01:30,08/06/2021,01:30:00,1,2,0,0.108
08/06/2021 01:45,08/06/2021,01:45:00,1,2,0,0.068
