DateTime,Date,Hour,Day of the Week,Season,Daytime,Consumption (kW)
11/03/2023 04:00,11/03/2023,04:00:00,5,1,0,0.096
11/03/2023 04:15,11/03/2023,04:15:00,5,1,0,0.064
11/03/2023 04:30,11/03/2023,04:30:00,5,1,0,0.724
11/03/2023 04:45,11/03/2023,04:45:00,5,1,0,2.088
11/03/2023 05:00,11/03/2023,05:00:00,5,1,0,2.032
11/03/2023 05:15,11/03/2023,05:15:00,5,1,0,0.708
11/03/2023 05:30,11/03/2023,05:30:00,5,1,0,0.108
11/03/2023 05:45,11/03/2023,05:45:00,5,1,0,0.068
11/03/2023 06:00,11/03/2023,06:00:00,5,1,0,0.064
11/03/2023 06:15,11/03/2023,06:15:00,5,1,0,0.112
11/03/2023 06:30,11/03/2023,06:30:00,5,1,0,0.116
11/03/2023 06:45,11/03/2023,06:45:00,5,1,0,0.14
11/03/2023 07:00,11/03/2023,07:00:00,5,1,1,0.176
11/03/2023 07:15,11/03/2023,07:15:00,5,1,1,0.16
11/03/2023 07:30,11/03/2023,07:30:00,5,1,1,0.132
11/03/2023 07:45,11/03/2023,07:45:00,5,1,1,0.164
11/03/2023 08:00,11/03/2023,08:00:00,5,1,1,0.216
11/03/2023 08:15,11/03/2023,08:15:00,5,1,1,0.124
11/03/2023 08:30,11/03/2023,08:30:00,5,1,1,0.132
11/03/2023 08:45,11/03/2023,08:45:00,5,1,1,0.152
11/03/2023 09:00,11/03/2023,09:00:00,5,1,1,0.112
11/03/2023 09:15,11/03/2023,09:15:00,5,1,1,0.12
11/03/2023 09:30,11/03/2023,09:30:00,5,1,1,0.156
11/03/2023 09:45,11/03/2023,09:45:00,5,1,1,0.116
11/03/2023 10:00,11/03/2023,10:00:00,5,1,1,0.104
11/03/2023 10:15,11/03/2023,10:15:00,5,1,1,0.168
11/03/2023 10:30,11/03/2023,10:30:00,5,1,1,0.684
11/03/2023 10:45,11/03/2023,10:45:00,5,1,1,1.004
11/03/2023 11:00,11/03/2023,11:00:00,5,1,1,0.424
11/03/2023 11:15,11/03/2023,11:15:00,5,1,1,0.304
11/03/2023 11:30,11/03/2023,11:30:00,5,1,1,0.232
11/03/2023 11:45,11/03/2023,11:45:00,5,1,1,0.236
11/03/2023 12:00,11/03/2023,12:00:00,5,1,1,0.26
11/03/2023 12:15,11/03/2023,12:15:00,5,1,1,0.204
11/03/2023 12:30,11/03/2023,12:30:00,5,1,1,0.152
11/03/2023 12:45,11/03/2023,12:45:00,5,1,1,0.12
11/03/2023 13:00,11/03/2023,13:00:00,5,1,1,0.128
11/03/2023 13:15,11/03/2023,13:15:00,5,1,1,0.108
11/03/2023 13:30,11/03/2023,13:30:00,5,1,1,0.116
11/03/2023 13:45,11/03/2023,13:45:00,5,1,1,0.124
11/03/2023 14:00,11/03/2023,14:00:00,5,1,1,0.108
11/03/2023 14:15,11/03/2023,14:15:00,5,1,1,0.1
11/03/2023 14:30,11/03/2023,14:30:00,5,1,1,0.136
11/03/2023 14:45,11/03/2023,14:45:00,5,1,1,0.064
11/03/2023 15:00,11/03/2023,15:00:00,5,1,1,0.124
11/03/2023 15:15,11/03/2023,15:15:00,5,1,1,0.112
11/03/2023 15:30,11/03/2023,15:30:00,5,1,1,0.184
11/03/2023 15:45,11/03/2023,15:45:00,5,1,1,0.144
11/03/2023 16:00,11/03/2023,16:00:00,5,1,1,0.248
11/03/2023 16:15,11/03/2023,16:15:00,5,1,1,0.184
11/03/2023 16:30,11/03/2023,16:30:00,5,1,1,0.2
11/03/2023 16:45,11/03/2023,16:45:00,5,1,1,0.184
11/03/2023 17:00,11/03/2023,17:00:00,5,1,1,0.208
11/03/2023 17:15,11/03/2023,17:15:00,5,1,1,0.108
11/03/2023 17:30,11/03/2023,17:30:00,5,1,1,0.088
11/03/2023 17:45,11/03/2023,17:45:00,5,1,1,0.148
11/03/2023 18:00,11/03/2023,18:00:00,5,1,1,0.064
11/03/2023 18:15,11/03/2023,18:15:00,5,1,1,0.116
11/03/2023 18:30,11/03/2023,18:30:00,5,1,1,0.108
11/03/2023 18:45,11/03/2023,18:45:00,5,1,0,0.076
11/03/2023 19:00,11/03/2023,19:00:00,5,1,0,0.148
11/03/2023 19:15,11/03/2023,19:15:00,5,1,0,0.204
11/03/2023 19:30,11/03/2023,19:30:00,5,1,0,0.26
11/03/2023 19:45,11/03/2023,19:45:00,5,1,0,1.844
11/03/2023 20:00,11/03/2023,20:00:00,5,1,0,0.92
11/03/2023 20:15,11/03/2023,20:15:00,5,1,0,1.632
11/03/2023 20:30,11/03/2023,20:30:00,5,1,0,3.452
11/03/2023 20:45,11/03/2023,20:45:00,5,1,0,1.016
11/03/2023 21:00,11/03/2023,21:00:00,5,1,0,0.572
11/03/2023 21:15,11/03/2023,21:15:00,5,1,0,2.584
11/03/2023 21:30,11/03/2023,21:30:00,5,1,0,1.92
11/03/2023 21:45,11/03/2023,21:45:00,5,1,0,1.244
11/03/2023 22:00,11/03/2023,22:00:00,5,1,0,1.296
11/03/2023 22:15,11/03/2023,22:15:00,5,1,0,1.124
11/03/2023 22:30,11/03/2023,22:30:00,5,1,0,1.016
11/03/2023 22:45,11/03/2023,22:45:00,5,1,0,1.188
11/03/2023 23:00,11/03/2023,23:00:00,5,1,0,1.624
11/03/2023 23:15,11/03/2023,23:15:00,5,1,0,1.208
11/03/2023 23:30,11/03/2023,23:30:00,5,1,0,0.436
11/03/2023 23:45,11/03/2023,23:45:00,5,1,0,0.208
12/03/2023 00:00,12/03/2023,00:00:00,6,1,0,0.112
12/03/2023 00:15,12/03/2023,00:15:00,6,1,0,0.12
12/03/2023 00:30,12/03/2023,00:30:00,6,1,0,0.136
12/03/2023 00:45,12/03/2023,00:45:00,6,1,0,0.16
12/03/2023 01:00,12/03/2023,01:00:00,6,1,0,0.184
12/03/2023 01:15,12/03/2023,01:15:00,6,1,0,0.208
12/03/2023 01:30,12/03/2023,01:30:00,6,1,0,0.116
12/03/2023 01:45,12/03/2023,01:45:00,6,1,0,0.096
12/03/2023 02:00,12/03/2023,02:00:00,6,1,0,0.128
12/03/2023 02:15,12/03/2023,02:15:00,6,1,0,0.1
12/03/2023 02:30,12/03/2023,02:30:00,6,1,0,1.044
12/03/2023 02:45,12/03/2023,02:45:00,6,1,0,2.1
12/03/2023 03:00,12/03/2023,03:00:00,6,1,0,2.124
12/03/2023 03:15,12/03/2023,03:15:00,6,1,0,2.128
12/03/2023 03:30,12/03/2023,03:30:00,6,1,0,2.096
12/03/2023 03:45,12/03/2023,03:45:00,6,1,0,2.028
12/03/2023 04:00,12/03/2023,04:00:00,6,1,0,1.92
12/03/2023 04:15,12/03/2023,04:15:00,6,1,0,1.976
12/03/2023 04:30,12/03/2023,04:30:00,6,1,0,1.996
12/03/2023 04:45,12/03/2023,04:45:00,6,1,0,1.972
12/03/2023 05:00,12/03/2023,05:00:00,6,1,0,1.952
12/03/2023 05:15,12/03/2023,05:15:00,6,1,0,0.904
12/03/2023 05:30,12/03/2023,05:30:00,6,1,0,0.16
12/03/2023 05:45,12/03/2023,05:45:00,6,1,0,0.136
12/03/2023 06:00,12/03/2023,06:00:00,6,1,0,0.124
12/03/2023 06:15,12/03/2023,06:15:00,6,1,0,0.104
12/03/2023 06:30,12/03/2023,06:30:00,6,1,0,0.068
12/03/2023 06:45,12/03/2023,06:45:00,6,1,0,0.08
12/03/2023 07:00,12/03/2023,07:00:00,6,1,1,0.108
12/03/2023 07:15,12/03/2023,07:15:00,6,1,1,0.076
12/03/2023 07:30,12/03/2023,07:30:00,6,1,1,0.1
12/03/2023 07:45,12/03/2023,07:45:00,6,1,1,0.184
12/03/2023 08:00,12/03/2023,08:00:00,6,1,1,0.164
12/03/2023 08:15,12/03/2023,08:15:00,6,1,1,0.14
12/03/2023 08:30,12/03/2023,08:30:00,6,1,1,0.104
12/03/2023 08:45,12/03/2023,08:45:00,6,1,1,0.108
12/03/2023 09:00,12/03/2023,09:00:00,6,1,1,0.068
12/03/2023 09:15,12/03/2023,09:15:00,6,1,1,0.076
12/03/2023 09:30,12/03/2023,09:30:00,6,1,1,0.112
12/03/2023 09:45,12/03/2023,09:45:00,6,1,1,0.108
12/03/2023 10:00,12/03/2023,10:00:00,6,1,1,0.292
12/03/2023 10:15,12/03/2023,10:15:00,6,1,1,0.78
12/03/2023 10:30,12/03/2023,10:30:00,6,1,1,0.504
12/03/2023 10:45,12/03/2023,10:45:00,6,1,1,0.348
12/03/2023 11:00,12/03/2023,11:00:00,6,1,1,0.204
12/03/2023 11:15,12/03/2023,11:15:00,6,1,1,0.196
12/03/2023 11:30,12/03/2023,11:30:00,6,1,1,0.188
12/03/2023 11:45,12/03/2023,11:45:00,6,1,1,1.312
12/03/2023 12:00,12/03/2023,12:00:00,6,1,1,1.604
12/03/2023 12:15,12/03/2023,12:15:00,6,1,1,0.34
12/03/2023 12:30,12/03/2023,12:30:00,6,1,1,0.428
12/03/2023 12:45,12/03/2023,12:45:00,6,1,1,0.532
12/03/2023 13:00,12/03/2023,13:00:00,6,1,1,0.408
12/03/2023 13:15,12/03/2023,13:15:00,6,1,1,0.412
12/03/2023 13:30,12/03/2023,13:30:00,6,1,1,0.22
12/03/2023 13:45,12/03/2023,13:45:00,6,1,1,0.22
12/03/2023 14:00,12/03/2023,14:00:00,6,1,1,1.588
12/03/2023 14:15,12/03/2023,14:15:00,6,1,1,2.248
12/03/2023 14:30,12/03/2023,14:30:00,6,1,1,0.448
12/03/2023 14:45,12/03/2023,14:45:00,6,1,1,0.34
12/03/2023 15:00,12/03/2023,15:00:00,6,1,1,0.3
12/03/2023 15:15,12/03/2023,15:15:00,6,1,1,0.324
12/03/2023 15:30,12/03/2023,15:30:00,6,1,1,0.228
12/03/2023 15:45,12/03/2023,15:45:00,6,1,1,0.224
12/03/2023 16:00,12/03/2023,16:00:00,6,1,1,0.2
12/03/2023 16:15,12/03/2023,16:15:00,6,1,1,0.14
12/03/2023 16:30,12/03/2023,16:30:00,6,1,1,0.128
12/03/2023 16:45,12/03/2023,16:45:00,6,1,1,0.232
12/03/2023 17:00,12/03/2023,17:00:00,6,1,1,0.732
12/03/2023 17:15,12/03/2023,17:15:00,6,1,1,1.724
12/03/2023 17:30,12/03/2023,17:30:00,6,1,1,1.144
12/03/2023 17:45,12/03/2023,17:45:00,6,1,1,1.172
12/03/2023 18:00,12/03/2023,18:00:00,6,1,1,0.164
12/03/2023 18:15,12/03/2023,18:15:00,6,1,1,0.132
12/03/2023 18:30,12/03/2023,18:30:00,6,1,1,0.188
12/03/2023 18:45,12/03/2023,18:45:00,6,1,0,0.192
12/03/2023 19:00,12/03/2023,19:00:00,6,1,0,0.168
12/03/2023 19:15,12/03/2023,19:15:00,6,1,0,0.264
12/03/2023 19:30,12/03/2023,19:30:00,6,1,0,0.636
12/03/2023 19:45,12/03/2023,19:45:00,6,1,0,1.884
12/03/2023 20:00,12/03/2023,20:00:00,6,1,0,1.452
12/03/2023 20:15,12/03/2023,20:15:00,6,1,0,0.82
12/03/2023 20:30,12/03/2023,20:30:00,6,1,0,0.232
12/03/2023 20:45,12/03/2023,20:45:00,6,1,0,0.16
12/03/2023 21:00,12/03/2023,21:00:00,6,1,0,0.144
12/03/2023 21:15,12/03/2023,21:15:00,6,1,0,0.172
12/03/2023 21:30,12/03/2023,21:30:00,6,1,0,0.164
12/03/2023 21:45,12/03/2023,21:45:00,6,1,0,0.44
12/03/2023 22:00,12/03/2023,22:00:00,6,1,0,1.256
12/03/2023 22:15,12/03/2023,22:15:00,6,1,0,1.236
12/03/2023 22:30,12/03/2023,22:30:00,6,1,0,1.088
12/03/2023 22:45,12/03/2023,22:45:00,6,1,0,1.116
12/03/2023 23:00,12/03/2023,23:00:00,6,1,0,1.192
12/03/2023 23:15,12/03/2023,23:15:00,6,1,0,1.116
12/03/2023 23:30,12/03/2023,23:30:00,6,1,0,1.196
12/03/2023 23:45,12/03/2023,23:45:00,6,1,0,1.208
13/03/2023 00:00,13/03/2023,00:00:00,0,1,0,1.208
13/03/2023 00:15,13/03/2023,00:15:00,0,1,0,1.236
13/03/2023 00:30,13/03/2023,00:30:00,0,1,0,1.228
13/03/2023 00:45,13/03/2023,00:45:00,0,1,0,0.34
13/03/2023 01:00,13/03/2023,01:00:00,0,1,0,0.096
13/03/2023 01:15,13/03/2023,01:15:00,0,1,0,0.136
13/03/2023 01:30,13/03/2023,01:30:00,0,1,0,0.104
13/03/2023 01:45,13/03/2023,01:45:00,0,1,0,0.084
13/03/2023 02:00,13/03/2023,02:00:00,0,1,0,0.12
13/03/2023 02:15,13/03/2023,02:15:00,0,1,0,0.096
13/03/2023 02:30,13/03/2023,02:30:00,0,1,0,1.052
13/03/2023 02:45,13/03/2023,02:45:00,0,1,0,2.004
13/03/2023 03:00,13/03/2023,03:00:00,0,1,0,2.028
13/03/2023 03:15,13/03/2023,03:15:00,0,1,0,1.988
13/03/2023 03:30,13/03/2023,03:30:00,0,1,0,1.988
13/03/2023 03:45,13/03/2023,03:45:00,0,1,0,2
13/03/2023 04:00,13/03/2023,04:00:00,0,1,0,1.968
13/03/2023 04:15,13/03/2023,04:15:00,0,1,0,1.988
13/03/2023 04:30,13/03/2023,04:30:00,0,1,0,2.016
13/03/2023 04:45,13/03/2023,04:45:00,0,1,0,1.972
13/03/2023 05:00,13/03/2023,05:00:00,0,1,0,1.88
13/03/2023 05:15,13/03/2023,05:15:00,0,1,0,0.148
13/03/2023 05:30,13/03/2023,05:30:00,0,1,0,0.168
13/03/2023 05:45,13/03/2023,05:45:00,0,1,0,0.132
13/03/2023 06:00,13/03/2023,06:00:00,0,1,0,0.172
13/03/2023 06:15,13/03/2023,06:15:00,0,1,0,0.12
13/03/2023 06:30,13/03/2023,06:30:00,0,1,0,0.064
13/03/2023 06:45,13/03/2023,06:45:00,0,1,0,0.088
13/03/2023 07:00,13/03/2023,07:00:00,0,1,1,0.104
13/03/2023 07:15,13/03/2023,07:15:00,0,1,1,0.06
13/03/2023 07:30,13/03/2023,07:30:00,0,1,1,0.072
13/03/2023 07:45,13/03/2023,07:45:00,0,1,1,0.108
13/03/2023 08:00,13/03/2023,08:00:00,0,1,1,0.12
13/03/2023 08:15,13/03/2023,08:15:00,0,1,1,0.388
13/03/2023 08:30,13/03/2023,08:30:00,0,1,1,0.712
13/03/2023 08:45,13/03/2023,08:45:00,0,1,1,0.52
13/03/2023 09:00,13/03/2023,09:00:00,0,1,1,0.232
13/03/2023 09:15,13/03/2023,09:15:00,0,1,1,0.304
13/03/2023 09:30,13/03/2023,09:30:00,0,1,1,0.256
13/03/2023 09:45,13/03/2023,09:45:00,0,1,1,0.196
13/03/2023 10:00,13/03/2023,10:00:00,0,1,1,0.204
13/03/2023 10:15,13/03/2023,10:15:00,0,1,1,0.216
13/03/2023 10:30,13/03/2023,10:30:00,0,1,1,0.112
13/03/2023 10:45,13/03/2023,10:45:00,0,1,1,0.236
13/03/2023 11:00,13/03/2023,11:00:00,0,1,1,0.296
13/03/2023 11:15,13/03/2023,11:15:00,0,1,1,0.268
13/03/2023 11:30,13/03/2023,11:30:00,0,1,1,0.18
13/03/2023 11:45,13/03/2023,11:45:00,0,1,1,0.12
13/03/2023 12:00,13/03/2023,12:00:00,0,1,1,0.144
13/03/2023 12:15,13/03/2023,12:15:00,0,1,1,0.2
13/03/2023 12:30,13/03/2023,12:30:00,0,1,1,0.168
13/03/2023 12:45,13/03/2023,12:45:00,0,1,1,0.228
13/03/2023 13:00,13/03/2023,13:00:00,0,1,1,0.18
13/03/2023 13:15,13/03/2023,13:15:00,0,1,1,0.06
13/03/2023 13:30,13/03/2023,13:30:00,0,1,1,0.2
13/03/2023 13:45,13/03/2023,13:45:00,0,1,1,0.232
13/03/2023 14:00,13/03/2023,14:00:00,0,1,1,0.244
13/03/2023 14:15,13/03/2023,14:15:00,0,1,1,0.228
13/03/2023 14:30,13/03/2023,14:30:00,0,1,1,0.16
13/03/2023 14:45,13/03/2023,14:45:00,0,1,1,0.124
13/03/2023 15:00,13/03/2023,15:00:00,0,1,1,0.156
13/03/2023 15:15,13/03/2023,15:15:00,0,1,1,0.152
13/03/2023 15:30,13/03/2023,15:30:00,0,1,1,0.116
13/03/2023 15:45,13/03/2023,15:45:00,0,1,1,0.14
13/03/2023 16:00,13/03/2023,16:00:00,0,1,1,0.12
13/03/2023 16:15,13/03/2023,16:15:00,0,1,1,0.088
13/03/2023 16:30,13/03/2023,16:30:00,0,1,1,0.228
13/03/2023 16:45,13/03/2023,16:45:00,0,1,1,0.252
13/03/2023 17:00,13/03/2023,17:00:00,0,1,1,0.216
13/03/2023 17:15,13/03/2023,17:15:00,0,1,1,0.148
13/03/2023 17:30,13/03/2023,17:30:00,0,1,1,0.116
13/03/2023 17:45,13/03/2023,17:45:00,0,1,1,0.08
13/03/2023 18:00,13/03/2023,18:00:00,0,1,1,0.088
13/03/2023 18:15,13/03/2023,18:15:00,0,1,1,0.168
13/03/2023 18:30,13/03/2023,18:30:00,0,1,1,0.144
13/03/2023 18:45,13/03/2023,18:45:00,0,1,0,0.06
13/03/2023 19:00,13/03/2023,19:00:00,0,1,0,0.076
13/03/2023 19:15,13/03/2023,19:15:00,0,1,0,0.184
13/03/2023 19:30,13/03/2023,19:30:00,0,1,0,0.168
13/03/2023 19:45,13/03/2023,19:45:00,0,1,0,0.204
13/03/2023 20:00,13/03/2023,20:00:00,0,1,0,0.216
13/03/2023 20:15,13/03/2023,20:15:00,0,1,0,1.48
13/03/2023 20:30,13/03/2023,20:30:00,0,1,0,0.936
13/03/2023 20:45,13/03/2023,20:45:00,0,1,0,0.144
13/03/2023 21:00,13/03/2023,21:00:00,0,1,0,0.152
13/03/2023 21:15,13/03/2023,21:15:00,0,1,0,0.12
13/03/2023 21:30,13/03/2023,21:30:00,0,1,0,0.136
13/03/2023 21:45,13/03/2023,21:45:00,0,1,0,0.248
13/03/2023 22:00,13/03/2023,22:00:00,0,1,0,0.22
13/03/2023 22:15,13/03/2023,22:15:00,0,1,0,0.188
13/03/2023 22:30,13/03/2023,22:30:00,0,1,0,0.204
13/03/2023 22:45,13/03/2023,22:45:00,0,1,0,0.116
13/03/2023 23:00,13/03/2023,23:00:00,0,1,0,0.1
13/03/2023 23:15,13/03/2023,23:15:00,0,1,0,0.14
13/03/2023 23:30,13/03/2023,23:30:00,0,1,0,0.156
13/03/2023 23:45,13/03/2023,23:45:00,0,1,0,0.14
14/03/2023 00:00,14/03/2023,00:00:00,1,1,0,0.288
14/03/2023 00:15,14/03/2023,00:15:00,1,1,0,0.292
14/03/2023 00:30,14/03/2023,00:30:00,1,1,0,0.204
14/03/2023 00:45,14/03/2023,00:45:00,1,1,0,0.108
14/03/2023 01:00,14/03/2023,01:00:00,1,1,0,0.12
14/03/2023 01:15,14/03/2023,01:15:00,1,1,0,0.088
14/03/2023 01:30,14/03/2023,01:30:00,1,1,0,0.072
14/03/2023 01:45,14/03/2023,01:45:00,1,1,0,0.104
14/03/2023 02:00,14/03/2023,02:00:00,1,1,0,0.076
14/03/2023 02:15,14/03/2023,02:15:00,1,1,0,0.056
14/03/2023 02:30,14/03/2023,02:30:00,1,1,0,0.14
14/03/2023 02:45,14/03/2023,02:45:00,1,1,0,0.164
14/03/2023 03:00,14/03/2023,03:00:00,1,1,0,0.12
14/03/2023 03:15,14/03/2023,03:15:00,1,1,0,1.996
14/03/2023 03:30,14/03/2023,03:30:00,1,1,0,2.06
14/03/2023 03:45,14/03/2023,03:45:00,1,1,0,2.032
14/03/2023 04:00,14/03/2023,04:00:00,1,1,0,0.204
14/03/2023 04:15,14/03/2023,04:15:00,1,1,0,0.092
14/03/2023 04:30,14/03/2023,04:30:00,1,1,0,0.064
14/03/2023 04:45,14/03/2023,04:45:00,1,1,0,0.048
14/03/2023 05:00,14/03/2023,05:00:00,1,1,0,0.088
14/03/2023 05:15,14/03/2023,05:15:00,1,1,0,0.124
14/03/2023 05:30,14/03/2023,05:30:00,1,1,0,0.124
14/03/2023 05:45,14/03/2023,05:45:00,1,1,0,0.148
14/03/2023 06:00,14/03/2023,06:00:00,1,1,0,0.152
14/03/2023 06:15,14/03/2023,06:15:00,1,1,0,0.064
14/03/2023 06:30,14/03/2023,06:30:00,1,1,0,0.064
14/03/2023 06:45,14/03/2023,06:45:00,1,1,0,0.092
14/03/2023 07:00,14/03/2023,07:00:00,1,1,1,0.048
14/03/2023 07:15,14/03/2023,07:15:00,1,1,1,0.056
14/03/2023 07:30,14/03/2023,07:30:00,1,1,1,0.092
14/03/2023 07:45,14/03/2023,07:45:00,1,1,1,0.284
14/03/2023 08:00,14/03/2023,08:00:00,1,1,1,0.352
14/03/2023 08:15,14/03/2023,08:15:00,1,1,1,0.384
14/03/2023 08:30,14/03/2023,08:30:00,1,1,1,0.304
14/03/2023 08:45,14/03/2023,08:45:00,1,1,1,0.464
14/03/2023 09:00,14/03/2023,09:00:00,1,1,1,0.388
14/03/2023 09:15,14/03/2023,09:15:00,1,1,1,0.284
14/03/2023 09:30,14/03/2023,09:30:00,1,1,1,0.092
14/03/2023 09:45,14/03/2023,09:45:00,1,1,1,0.108
14/03/2023 10:00,14/03/2023,10:00:00,1,1,1,0.128
14/03/2023 10:15,14/03/2023,10:15:00,1,1,1,0.084
14/03/2023 10:30,14/03/2023,10:30:00,1,1,1,0.096
14/03/2023 10:45,14/03/2023,10:45:00,1,1,1,0.18
14/03/2023 11:00,14/03/2023,11:00:00,1,1,1,0.168
14/03/2023 11:15,14/03/2023,11:15:00,1,1,1,0.156
14/03/2023 11:30,14/03/2023,11:30:00,1,1,1,0.196
14/03/2023 11:45,14/03/2023,11:45:00,1,1,1,0.116
14/03/2023 12:00,14/03/2023,12:00:00,1,1,1,0.084
14/03/2023 12:15,14/03/2023,12:15:00,1,1,1,0.112
14/03/2023 12:30,14/03/2023,12:30:00,1,1,1,0.128
14/03/2023 12:45,14/03/2023,12:45:00,1,1,1,0.084
14/03/2023 13:00,14/03/2023,13:00:00,1,1,1,0.096
14/03/2023 13:15,14/03/2023,13:15:00,1,1,1,0.128
14/03/2023 13:30,14/03/2023,13:30:00,1,1,1,0.204
14/03/2023 13:45,14/03/2023,13:45:00,1,1,1,0.16
14/03/2023 14:00,14/03/2023,14:00:00,1,1,1,0.2
14/03/2023 14:15,14/03/2023,14:15:00,1,1,1,0.232
14/03/2023 14:30,14/03/2023,14:30:00,1,1,1,0.104
14/03/2023 14:45,14/03/2023,14:45:00,1,1,1,0.112
14/03/2023 15:00,14/03/2023,15:00:00,1,1,1,0.172
14/03/2023 15:15,14/03/2023,15:15:00,1,1,1,0.084
14/03/2023 15:30,14/03/2023,15:30:00,1,1,1,0.144
14/03/2023 15:45,14/03/2023,15:45:00,1,1,1,0.128
14/03/2023 16:00,14/03/2023,16:00:00,1,1,1,0.1
14/03/2023 16:15,14/03/2023,16:15:00,1,1,1,0.108
14/03/2023 16:30,14/03/2023,16:30:00,1,1,1,0.204
14/03/2023 16:45,14/03/2023,16:45:00,1,1,1,0.252
14/03/2023 17:00,14/03/2023,17:00:00,1,1,1,0.272
14/03/2023 17:15,14/03/2023,17:15:00,1,1,1,0.204
14/03/2023 17:30,14/03/2023,17:30:00,1,1,1,0.152
14/03/2023 17:45,14/03/2023,17:45:00,1,1,1,0.092
14/03/2023 18:00,14/03/2023,18:00:00,1,1,1,0.116
14/03/2023 18:15,14/03/2023,18:15:00,1,1,1,0.224
14/03/2023 18:30,14/03/2023,18:30:00,1,1,1,0.212
14/03/2023 18:45,14/03/2023,18:45:00,1,1,0,0.168
14/03/2023 19:00,14/03/2023,19:00:00,1,1,0,0.212
14/03/2023 19:15,14/03/2023,19:15:00,1,1,0,0.2
14/03/2023 19:30,14/03/2023,19:30:00,1,1,0,0.196
14/03/2023 19:45,14/03/2023,19:45:00,1,1,0,0.292
14/03/2023 20:00,14/03/2023,20:00:00,1,1,0,0.204
14/03/2023 20:15,14/03/2023,20:15:00,1,1,0,0.112
14/03/2023 20:30,14/03/2023,20:30:00,1,1,0,0.156
14/03/2023 20:45,14/03/2023,20:45:00,1,1,0,0.156
14/03/2023 21:00,14/03/2023,21:00:00,1,1,0,0.132
14/03/2023 21:15,14/03/2023,21:15:00,1,1,0,0.16
14/03/2023 21:30,14/03/2023,21:30:00,1,1,0,0.18
14/03/2023 21:45,14/03/2023,21:45:00,1,1,0,0.136
14/03/2023 22:00,14/03/2023,22:00:00,1,1,0,1.468
14/03/2023 22:15,14/03/2023,22:15:00,1,1,0,1.072
14/03/2023 22:30,14/03/2023,22:30:00,1,1,0,0.372
14/03/2023 22:45,14/03/2023,22:45:00,1,1,0,0.328
14/03/2023 23:00,14/03/2023,23:00:00,1,1,0,0.3
14/03/2023 23:15,14/03/2023,23:15:00,1,1,0,0.868
14/03/2023 23:30,14/03/2023,23:30:00,1,1,0,2.148
14/03/2023 23:45,14/03/2023,23:45:00,1,1,0,0.16
15/03/2023 00:00,15/03/2023,00:00:00,2,1,0,0.124
15/03/2023 00:15,15/03/2023,00:15:00,2,1,0,0.144
15/03/2023 00:30,15/03/2023,00:30:00,2,1,0,0.176
15/03/2023 00:45,15/03/2023,00:45:00,2,1,0,0.204
15/03/2023 01:00,15/03/2023,01:00:00,2,1,0,0.136
15/03/2023 01:15,15/03/2023,01:15:00,2,1,0,0.068
15/03/2023 01:30,15/03/2023,01:30:00,2,1,0,0.112
15/03/2023 01:45,15/03/2023,01:45:00,2,1,0,0.084
15/03/2023 02:00,15/03/2023,02:00:00,2,1,0,0.064
15/03/2023 02:15,15/03/2023,02:15:00,2,1,0,0.096
15/03/2023 02:30,15/03/2023,02:30:00,2,1,0,0.1
15/03/2023 02:45,15/03/2023,02:45:00,2,1,0,0.124
15/03/2023 03:00,15/03/2023,03:00:00,2,1,0,0.164
15/03/2023 03:15,15/03/2023,03:15:00,2,1,0,0.176
15/03/2023 03:30,15/03/2023,03:30:00,2,1,0,0.132
15/03/2023 03:45,15/03/2023,03:45:00,2,1,0,0.076
15/03/2023 04:00,15/03/2023,04:00:00,2,1,0,0.108
15/03/2023 04:15,15/03/2023,04:15:00,2,1,0,0.076
15/03/2023 04:30,15/03/2023,04:30:00,2,1,0,0.064
15/03/2023 04:45,15/03/2023,04:45:00,2,1,0,0.108
15/03/2023 05:00,15/03/2023,05:00:00,2,1,0,0.088
15/03/2023 05:15,15/03/2023,05:15:00,2,1,0,0.096
15/03/2023 05:30,15/03/2023,05:30:00,2,1,0,0.168
15/03/2023 05:45,15/03/2023,05:45:00,2,1,0,0.172
15/03/2023 06:00,15/03/2023,06:00:00,2,1,0,0.132
15/03/2023 06:15,15/03/2023,06:15:00,2,1,0,0.1
15/03/2023 06:30,15/03/2023,06:30:00,2,1,0,0.104
15/03/2023 06:45,15/03/2023,06:45:00,2,1,0,0.096
15/03/2023 07:00,15/03/2023,07:00:00,2,1,1,0.256
15/03/2023 07:15,15/03/2023,07:15:00,2,1,1,0.124
15/03/2023 07:30,15/03/2023,07:30:00,2,1,1,0.084
15/03/2023 07:45,15/03/2023,07:45:00,2,1,1,0.216
15/03/2023 08:00,15/03/2023,08:00:00,2,1,1,0.496
15/03/2023 08:15,15/03/2023,08:15:00,2,1,1,0.432
15/03/2023 08:30,15/03/2023,08:30:00,2,1,1,0.396
15/03/2023 08:45,15/03/2023,08:45:00,2,1,1,0.356
15/03/2023 09:00,15/03/2023,09:00:00,2,1,1,0.304
15/03/2023 09:15,15/03/2023,09:15:00,2,1,1,0.268
15/03/2023 09:30,15/03/2023,09:30:00,2,1,1,0.136
15/03/2023 09:45,15/03/2023,09:45:00,2,1,1,0.104
15/03/2023 10:00,15/03/2023,10:00:00,2,1,1,0.096
15/03/2023 10:15,15/03/2023,10:15:00,2,1,1,0.28
